,index,Restaurant,Location,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
32,8620,ID_7950,"D-Block, Sector 63, Noida",200,50,4.7,407,360,65
5906,7980,ID_7951,"Tiretti, Kolkata",200,50,4.0,724,399,45
3781,5154,ID_7951,"Moulali, Kolkata",200,50,4.0,724,399,45
3998,5015,ID_7952,Delhi Cantt.,350,99,3.8,87,69,45
19,10120,ID_7953,"Babarpur, New Delhi, Delhi",100,50,-,-,-,30
2238,5795,ID_7954,"FTI College, Law College Road, Pune",100,50,3.5,26,10,30
6498,5689,ID_7956,"D-Block, Sector 63, Noida",100,50,3.5,20,7,30
6844,8844,ID_7957,"FTI College, Law College Road, Pune",200,50,3.5,9,2,30
4513,5723,ID_7958,"D-Block, Sector 63, Noida",250,50,3.2,6,2,45
3519,378,ID_7959,"Sector 14, Noida",200,99,3.4,37,14,30
2719,2949,ID_796,"D-Block, Sector 63, Noida",300,50,4.1,97,68,30
3375,10440,ID_7961,Mumbai Central,800,50,4.1,2211,628,30
5015,3112,ID_7962,Delhi Cantt.,400,99,4.2,425,285,65
5271,9256,ID_7965,"BTM Layout 1, Electronic City",100,50,3.8,62,21,30
6766,5182,ID_7966,"Sector 3, Marathalli",100,50,NEW,-,-,30
467,2100,ID_7966,"Rmz Centennial, I Gate, Whitefield",100,50,NEW,-,-,30
202,7057,ID_7967,"D-Block, Sector 63, Noida",200,50,3.2,59,27,65
3807,7457,ID_7968,"D-Block, Sector 63, Noida",200,50,4.0,163,133,30
7126,6712,ID_7968,"Rmz Centennial, I Gate, Whitefield",100,50,3.8,30,19,30
2745,350,ID_7969,"Sector 1, Noida",150,50,3.3,16,10,65
2236,10789,ID_7969,"Sector 14, Noida",150,50,3.3,16,10,65
261,921,ID_797,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.9,52,23,30
7771,7851,ID_7970,"Gora Bazar, Rajbari, North Dumdum, Kolkata",200,50,3.1,5,3,30
8818,4575,ID_7971,Delhi Cantt.,200,50,3.8,331,233,30
2079,9663,ID_7976,Delhi University-GTB Nagar,200,50,3.3,96,19,65
7632,10572,ID_7977,"Babarpur, New Delhi, Delhi",100,50,NEW,-,-,30
3443,1858,ID_7978,Majestic,200,50,3.8,39,19,30
5214,1456,ID_7979,"Sector 1, Noida",200,50,3.6,44,11,30
5119,4159,ID_7980,"Yerawada, Pune, Maharashtra",750,50,4.0,297,205,30
2000,1503,ID_7980,"Nathan Road, Mangaldas Road, Pune",750,50,4.0,297,205,30
6130,8048,ID_7981,"D-Block, Sector 63, Noida",200,50,NEW,-,-,30
8533,5857,ID_7985,"D-Block, Sector 63, Noida",150,50,3.2,18,3,30
3626,8805,ID_7986,"FTI College, Law College Road, Pune",200,99,3.2,7,3,30
2143,4127,ID_7986,Pune University,200,99,3.2,7,3,30
8758,1674,ID_7987,"Sector 63A,Gurgaon",450,99,4.0,1104,681,65
1284,4044,ID_7988,"Babarpur, New Delhi, Delhi",200,0,3.5,80,11,45
3449,3411,ID_7990,"Sector 3, Marathalli",150,50,NEW,-,-,30
3703,6535,ID_7992,"Moulali, Kolkata",200,50,3.6,194,107,30
1956,5525,ID_7993,Delhi University-GTB Nagar,200,50,3.1,5,3,30
7614,5390,ID_7993,"Delhi Administration Flats, Timarpur",200,50,3.1,5,3,30
1737,7636,ID_7994,"Sector 1, Noida",200,50,3.3,51,17,45
7342,4592,ID_7995,"Sector 1, Noida",100,50,3.7,181,122,30
4882,6845,ID_7996,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,-,-,-,65
1353,10144,ID_8,"D-Block, Sector 63, Noida",250,50,4.1,360,194,30
1023,1902,ID_80,Delhi Cantt.,200,50,-,-,-,30
7416,10291,ID_800,"Sector 14, Noida",250,50,3.9,-,-,30
7452,5540,ID_8001,Pune University,200,50,3.3,13,7,30
2239,3504,ID_8002,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.0,70,55,30
6637,6305,ID_8004,"Hyderabad Public School, Begumpet",150,50,3.7,87,7,30
4556,10012,ID_8005,"Sector 1, Noida",300,50,3.1,21,10,30
1933,1805,ID_8006,"FTI College, Law College Road, Pune",600,50,4.1,486,244,30
5012,9760,ID_8007,Delhi University-GTB Nagar,200,50,NEW,-,-,30
645,9081,ID_8008,Pune University,200,50,3.7,124,72,30
2118,4606,ID_8008,"FTI College, Law College Road, Pune",200,50,3.7,124,72,30
8489,10562,ID_8009,"Delhi Administration Flats, Timarpur",200,50,NEW,-,-,30
7841,4744,ID_8009,Delhi University-GTB Nagar,200,50,NEW,-,-,30
8190,9155,ID_8010,"Sandhurst Road, Mumbai CST Area",200,50,4.0,256,158,45
6830,389,ID_8012,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.7,-,-,30
2316,8815,ID_8012,"Rmz Centennial, I Gate, Whitefield",150,50,3.7,-,-,30
3977,9015,ID_8014,Mumbai Central,200,99,4.0,326,136,65
5313,7577,ID_8017,Delhi University-GTB Nagar,350,50,-,-,-,30
633,10059,ID_8018,"Mico Layout, Stage 2, BTM Layout,Bangalore",350,50,4.1,342,180,30
572,9741,ID_802,"Delhi Administration Flats, Timarpur",100,50,3.8,87,34,30
1975,7084,ID_802,Delhi University-GTB Nagar,100,50,3.8,87,34,30
6592,1919,ID_8021,"Rmz Centennial, I Gate, Whitefield",150,50,-,-,-,30
2722,3412,ID_8022,"D-Block, Sector 63, Noida",300,50,3.3,12,5,30
1581,352,ID_8023,"Delhi Administration Flats, Timarpur",200,50,3.7,575,104,45
2692,2678,ID_8024,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.8,26,9,45
4525,9194,ID_8025,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.3,8,3,45
1180,245,ID_8026,"Nathan Road, Mangaldas Road, Pune",150,50,3.4,13,10,45
2615,6232,ID_8026,"Dockyard Road, Mumbai CST Area",150,50,3.4,31,9,45
2516,5236,ID_8026,"Sandhurst Road, Mumbai CST Area",150,50,3.4,31,9,45
805,1878,ID_8026,Mumbai Central,150,50,3.4,31,9,45
216,5876,ID_8027,"Rmz Centennial, I Gate, Whitefield",150,50,3.9,211,132,30
6298,8349,ID_8028,Delhi University-GTB Nagar,150,50,4.2,237,143,30
7354,5216,ID_8028,Delhi Cantt.,100,50,3.9,99,49,45
2631,10019,ID_8029,"Sector 1, Noida",150,50,3.2,9,3,30
8014,8109,ID_803,"D-Block, Sector 63, Noida",300,50,3.1,4,4,30
2200,4501,ID_8030,Majestic,200,50,4.1,143,61,30
8473,9995,ID_8031,"Nathan Road, Mangaldas Road, Pune",100,99,3.5,18,4,30
5328,9941,ID_8032,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.8,52,27,30
3631,3364,ID_8032,Majestic,200,50,NEW,-,-,30
8565,2883,ID_8032,Pune University,200,50,3.8,98,70,30
1982,397,ID_8033,"Delhi High Court, India Gate",300,50,4.0,267,165,30
2566,9746,ID_8034,"Chandni Chowk, Kolkata",100,50,3.2,8,2,30
5423,3122,ID_8034,"Raja Bazar, Kolkata",100,50,3.2,8,2,30
8298,3388,ID_8034,"Tiretti, Kolkata",100,50,3.2,8,2,30
6143,3942,ID_8034,"Moulali, Kolkata",100,50,3.2,8,2,30
44,3631,ID_8035,Pune University,50,50,3.1,5,4,30
4435,931,ID_8036,"D-Block, Sector 63, Noida",300,50,4.0,47,43,30
90,10283,ID_8037,"Rmz Centennial, I Gate, Whitefield",650,99,4.2,1426,875,45
3128,4213,ID_8038,Mumbai Central,"1,200",50,4.1,1446,500,45
7130,4796,ID_8039,"Rmz Centennial, I Gate, Whitefield",200,50,2.7,93,36,65
1210,5068,ID_804,"Rmz Centennial, I Gate, Whitefield",250,50,3.7,136,102,30
2285,9907,ID_804,"Mico Layout, Stage 2, BTM Layout,Bangalore",250,50,3.7,105,66,30
4537,10540,ID_8040,"Sector 3, Marathalli",250,50,-,-,-,30
2720,8930,ID_8041,"Sector 1, Noida",250,50,-,-,-,30
6953,10569,ID_8042,"Yerawada, Pune, Maharashtra",150,50,NEW,-,-,30
6505,3567,ID_8043,"Sector 1, Noida",150,50,NEW,-,-,30
2462,4861,ID_8044,"D-Block, Sector 63, Noida",700,50,4.3,2153,1412,65
2708,9527,ID_8045,"Rmz Centennial, I Gate, Whitefield",100,50,3.3,11,8,30
6006,3108,ID_8046,"Tiretti, Kolkata",150,99,3.9,210,144,45
1895,10411,ID_8046,"Moulali, Kolkata",150,99,3.9,210,144,45
7286,8803,ID_8046,"Raja Bazar, Kolkata",150,99,3.9,210,144,45
5987,4331,ID_8048,"D-Block, Sector 63, Noida",100,50,3.6,78,58,30
8003,160,ID_8049,"Sector 1, Noida",250,50,3.8,173,29,45
1018,2862,ID_8049,"Sector 14, Noida",250,50,3.8,173,29,45
7500,10331,ID_805,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,4.0,43,23,30
2420,10528,ID_8050,"Sector 14, Noida",200,50,3.9,254,154,45
360,1896,ID_8051,"Sector 14, Noida",300,50,4.2,657,383,45
3495,8004,ID_8051,"Nathan Road, Mangaldas Road, Pune",200,50,4.4,343,169,30
7252,1857,ID_8051,Mumbai Central,250,0,4.0,421,189,45
2012,5332,ID_8052,"Sector 1, Noida",200,50,4.3,434,230,30
1235,3440,ID_8052,"Sector 14, Noida",200,50,4.3,434,230,30
5390,10959,ID_8054,"Sector 1, Noida",150,50,-,-,-,30
8676,8507,ID_8055,"Delhi Administration Flats, Timarpur",200,50,4.6,76,67,30
2827,3413,ID_8056,"Sandhurst Road, Mumbai CST Area",100,50,3.7,37,18,30
271,4712,ID_8056,"Dockyard Road, Mumbai CST Area",100,50,3.7,37,18,30
7256,70,ID_8057,"Rmz Centennial, I Gate, Whitefield",300,50,4.1,119,59,30
8410,3680,ID_8057,"MG Road, Pune",350,50,4.4,331,186,30
8675,7471,ID_8057,Majestic,300,50,3.6,10,5,30
2026,6520,ID_8058,"FTI College, Law College Road, Pune",100,50,3.4,12,5,30
5604,3683,ID_8059,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.9,122,32,30
239,6208,ID_806,"Sector 1, Noida",200,199,3.5,35,18,45
1285,6989,ID_8060,"Sector 1, Noida",150,50,3.2,7,4,30
2229,4293,ID_8061,"D-Block, Sector 63, Noida",200,50,3.6,20,12,30
812,579,ID_8062,"Mico Layout, Stage 2, BTM Layout,Bangalore",350,50,4.3,249,139,30
7193,11068,ID_8063,Delhi University-GTB Nagar,100,50,2.8,8,3,30
1058,4141,ID_8064,"Sector 63A,Gurgaon",100,50,2.8,15,5,30
5457,3390,ID_8065,Mumbai Central,150,50,3.4,65,32,30
7459,6380,ID_8065,"Sandhurst Road, Mumbai CST Area",150,50,3.4,65,32,30
2333,6034,ID_8065,"Tejas Nagar Colony, Wadala West, Mumbai",150,50,3.8,407,190,30
5709,4771,ID_8066,Delhi University-GTB Nagar,100,50,NEW,-,-,30
2710,11089,ID_8067,"BTM Layout 1, Electronic City",250,50,4.2,326,189,30
8303,7458,ID_8069,"Sector 63A,Gurgaon",200,99,3.8,119,66,45
7333,5505,ID_807,Delhi Cantt.,150,50,4.0,244,155,65
8300,8417,ID_8070,"FTI College, Law College Road, Pune",400,50,4.1,773,449,45
6149,2440,ID_8073,Delhi Cantt.,200,50,3.5,15,6,30
4472,6495,ID_8075,"Sector 1, Noida",200,50,3.7,101,26,45
4482,2646,ID_8075,"Sector 14, Noida",200,50,3.7,101,26,45
2564,7420,ID_8077,"Sector 1, Noida",250,50,3.4,16,6,30
62,9979,ID_8078,"Delhi Administration Flats, Timarpur",150,50,4.0,260,156,30
6478,5821,ID_808,"Yerawada, Pune, Maharashtra",200,99,3.7,44,15,45
5142,1615,ID_8080,"Delhi Administration Flats, Timarpur",250,50,3.8,89,54,30
5517,10501,ID_8081,Delhi University-GTB Nagar,200,50,3.9,280,108,30
8861,10329,ID_8083,"Dockyard Road, Mumbai CST Area",200,50,3.5,26,15,30
3573,1889,ID_8083,Mumbai Central,200,50,3.5,26,15,30
5927,9090,ID_8083,"Sandhurst Road, Mumbai CST Area",200,50,3.5,26,15,30
6960,1083,ID_8084,"Sandhurst Road, Mumbai CST Area",200,50,3.3,18,5,30
5933,3873,ID_8084,Mumbai Central,200,50,3.3,18,5,30
2588,6510,ID_8085,Delhi University-GTB Nagar,200,50,NEW,-,-,45
7467,1904,ID_8086,"Mico Layout, Stage 2, BTM Layout,Bangalore",300,50,4.0,100,46,30
4474,732,ID_8087,"Mico Layout, Stage 2, BTM Layout,Bangalore",600,99,4.2,3782,1948,30
6275,9172,ID_8088,"Babarpur, New Delhi, Delhi",200,50,3.5,29,7,30
8528,4637,ID_8089,"Nathan Road, Mangaldas Road, Pune",650,50,3.6,186,114,30
1512,6491,ID_809,"Tejas Nagar Colony, Wadala West, Mumbai",150,50,-,-,-,30
2950,5698,ID_8090,"Sector 14, Noida",800,50,4.5,2257,1708,45
5138,7518,ID_8092,"Sector 1, Noida",200,99,3.5,18,10,30
8178,1255,ID_8093,"Nathan Road, Mangaldas Road, Pune",200,50,3.2,8,4,30
7722,7171,ID_8094,"Delhi Administration Flats, Timarpur",200,50,2.8,6,1,30
539,1686,ID_8094,Delhi University-GTB Nagar,200,50,2.8,6,1,30
5300,2888,ID_8095,Delhi University-GTB Nagar,200,50,3.7,25,18,30
259,10119,ID_8096,Mumbai Central,50,50,3.3,16,7,30
7684,1382,ID_8097,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.5,19,7,30
8850,10481,ID_8099,Mumbai Central,350,50,3.8,1719,664,45
1781,7821,ID_8099,"Sandhurst Road, Mumbai CST Area",350,50,3.8,1719,664,45
6217,3293,ID_8100,"Babarpur, New Delhi, Delhi",200,50,3.3,13,1,30
4899,3214,ID_8101,"Sandhurst Road, Mumbai CST Area",200,50,3.4,16,4,30
934,412,ID_8101,"Dockyard Road, Mumbai CST Area",200,50,3.4,16,4,30
7643,949,ID_8102,"FTI College, Law College Road, Pune",100,50,3.1,4,3,30
8351,7550,ID_8102,"MG Road, Pune",100,50,3.1,4,3,30
4997,9759,ID_8103,"D-Block, Sector 63, Noida",200,50,3.4,29,13,30
8664,5753,ID_8104,Mumbai Central,300,99,4.0,155,98,45
5561,7418,ID_8104,"Dockyard Road, Mumbai CST Area",300,99,4.0,155,98,45
276,2818,ID_8104,"Sandhurst Road, Mumbai CST Area",300,99,4.0,155,98,45
2274,5141,ID_8106,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.5,12,9,30
8028,2663,ID_8108,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.9,69,41,30
988,6602,ID_8109,"Raja Bazar, Kolkata",150,50,-,-,-,30
7029,2483,ID_8109,"Moulali, Kolkata",150,50,-,-,-,30
2622,4719,ID_8109,"Chandni Chowk, Kolkata",150,50,-,-,-,30
1252,6530,ID_811,"Sector 14, Noida",150,99,3.7,127,36,65
7563,5250,ID_8112,"Sector 1, Noida",200,99,3.8,29,15,45
2317,9330,ID_8114,"Sector 1, Noida",250,50,3.6,75,41,30
3003,10319,ID_8115,Mumbai Central,100,50,4.1,313,161,45
2047,1802,ID_8116,Pune University,200,50,3.2,15,9,30
3764,822,ID_8117,"Mico Layout, Stage 2, BTM Layout,Bangalore","1,000",50,4.3,1276,671,45
8735,10768,ID_8118,"Rmz Centennial, I Gate, Whitefield","1,000",50,4.5,201,131,30
7203,8453,ID_8119,"Sandhurst Road, Mumbai CST Area",100,50,3.0,10,3,120
3253,9614,ID_8119,"Tejas Nagar Colony, Wadala West, Mumbai",100,50,-,-,-,120
6551,10871,ID_8119,Mumbai Central,100,50,3.0,10,3,120
6931,9352,ID_812,"D-Block, Sector 63, Noida",200,50,3.7,31,30,30
5145,4569,ID_8120,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,-,-,-,30
4030,7090,ID_8121,"Sector 1, Noida",350,199,4.3,1037,539,45
8755,9624,ID_8121,"Sector 14, Noida",350,199,4.3,1037,539,45
3007,2910,ID_8121,"Sector 63A,Gurgaon",350,199,4.1,625,305,45
6266,9113,ID_8122,Delhi Cantt.,150,50,3.2,7,-,30
1337,3052,ID_8123,"MG Road, Pune",200,50,3.1,5,-,30
7166,9578,ID_8124,"Delhi High Court, India Gate",200,50,3.7,208,72,65
2234,4666,ID_8127,"Rmz Centennial, I Gate, Whitefield",200,99,3.0,487,130,45
1511,163,ID_8129,"Tiretti, Kolkata",100,50,3.8,85,27,30
1377,2179,ID_813,"Sector 3, Marathalli",200,50,3.5,12,2,30
4241,7672,ID_8130,"Tejas Nagar Colony, Wadala West, Mumbai",300,50,3.5,82,35,30
2034,4355,ID_8131,"Mico Layout, Stage 2, BTM Layout,Bangalore",400,99,3.0,110,68,45
4467,5632,ID_8134,"Delhi High Court, India Gate",200,50,4.2,1882,1172,45
3785,6852,ID_8135,"Delhi Administration Flats, Timarpur",100,50,-,-,-,30
8814,2964,ID_8135,Delhi University-GTB Nagar,100,50,-,-,-,30
880,1480,ID_8136,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150,50,3.0,4,-,30
732,9602,ID_8137,"Sector 63A,Gurgaon",200,50,3.9,26,21,30
2558,9919,ID_8138,"Nathan Road, Mangaldas Road, Pune",500,50,4.2,348,215,30
8432,1916,ID_8139,Delhi Cantt.,100,50,3.7,33,12,30
7328,9209,ID_814,"Sector 14, Noida",350,50,NEW,-,-,30
1010,3787,ID_814,"Sector 1, Noida",350,50,NEW,-,-,30
7538,4611,ID_8140,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,-,-,-,30
8636,2486,ID_8141,"Sector 14, Noida",400,50,3.3,53,29,30
7194,6739,ID_8142,"Sector 1, Noida",400,50,NEW,-,-,30
7326,3239,ID_8143,"Delhi Administration Flats, Timarpur",100,50,NEW,-,-,30
2038,4723,ID_8144,"Yerawada, Pune, Maharashtra",100,50,NEW,-,-,30
614,1623,ID_8144,"MG Road, Pune",100,50,NEW,-,-,30
7504,8909,ID_8144,"Nathan Road, Mangaldas Road, Pune",100,50,NEW,-,-,30
6092,9683,ID_8145,Mumbai Central,200,50,3.8,106,38,30
5002,10378,ID_8147,"FTI College, Law College Road, Pune",100,50,3.2,9,-,30
8100,5495,ID_8147,Pune University,100,50,3.2,9,-,30
5443,19,ID_8148,"Gora Bazar, Rajbari, North Dumdum, Kolkata",100,50,3.7,159,46,30
2554,614,ID_815,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.9,39,25,30
5263,6255,ID_8150,"Babarpur, New Delhi, Delhi",150,99,3.1,34,3,45
1452,8529,ID_8151,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.1,470,308,30
3570,1427,ID_8153,"Rmz Centennial, I Gate, Whitefield",300,50,3.4,9,9,30
7096,6499,ID_8155,"Sector 14, Noida",100,50,3.3,11,2,30
6398,7415,ID_8156,Pune University,200,50,4.1,198,106,65
6754,3487,ID_816,"Sector 1, Noida",100,50,NEW,-,-,30
299,2209,ID_8161,"FTI College, Law College Road, Pune",150,50,3.4,22,5,30
7155,1236,ID_8162,"Mico Layout, Stage 2, BTM Layout,Bangalore",300,50,4.0,611,320,45
6360,3209,ID_8163,"Babarpur, New Delhi, Delhi",100,50,3.4,11,5,30
7303,3982,ID_8164,Mumbai Central,"1,000",50,4.2,687,274,30
1427,6910,ID_8165,"Moulali, Kolkata",350,50,3.9,1124,516,45
4045,2174,ID_8166,"D-Block, Sector 63, Noida",200,50,3.7,24,22,30
2600,3517,ID_8168,"Raja Bazar, Kolkata",150,50,3.7,453,153,30
396,7157,ID_8168,"Tiretti, Kolkata",150,50,3.7,453,153,30
7847,6051,ID_8168,"Moulali, Kolkata",150,50,3.7,453,153,30
5436,6859,ID_817,Pune University,200,50,3.9,155,74,45
5701,8193,ID_8170,"D-Block, Sector 63, Noida",200,50,3.8,40,26,30
4183,4529,ID_8170,"Nathan Road, Mangaldas Road, Pune",200,50,3.5,14,6,30
13,611,ID_8170,"FTI College, Law College Road, Pune",200,50,3.5,21,9,30
2553,6486,ID_8170,"Sector 14, Noida",200,50,3.1,15,9,30
1545,582,ID_8170,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.4,-,-,30
7090,2150,ID_8170,"Delhi High Court, India Gate",200,50,3.4,13,7,30
5237,7968,ID_8170,"Yerawada, Pune, Maharashtra",200,50,3.5,14,6,30
4574,4335,ID_8172,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.8,40,25,45
4892,10457,ID_8173,"Dockyard Road, Mumbai CST Area",250,50,3.7,189,84,45
3071,704,ID_8173,"Sandhurst Road, Mumbai CST Area",250,50,3.7,189,84,45
1209,5242,ID_8174,"Noorkhan Bazaar, Malakpet, Hyderabad",150,50,3.6,22,8,30
6248,3769,ID_8174,"Panjetan Colony, Malakpet, Hyderabad",150,50,3.6,22,8,30
4499,2722,ID_8174,"Chatta Bazaar, Malakpet, Hyderabad",150,50,3.6,22,8,30
1951,10512,ID_8175,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.7,65,30,30
2962,1281,ID_8176,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.1,73,44,30
7067,5001,ID_8177,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.3,6,1,30
1963,3021,ID_8178,Delhi University-GTB Nagar,200,50,4.1,513,209,30
5070,7353,ID_818,"Sector 63A,Gurgaon",100,50,3.8,47,20,30
1550,8638,ID_8180,Majestic,200,50,3.7,64,14,45
260,1413,ID_8182,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.0,45,24,45
4286,7756,ID_8183,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,-,-,-,30
8233,4715,ID_8184,"Rmz Centennial, I Gate, Whitefield",150,50,3.8,29,8,30
1305,7667,ID_8184,"Sector 3, Marathalli",150,50,3.8,29,8,30
6971,6316,ID_8184,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.7,22,5,30
7325,1003,ID_8185,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.5,19,10,30
5359,6256,ID_8186,Majestic,50,50,-,-,-,30
2979,3607,ID_8187,"FTI College, Law College Road, Pune",200,50,4.1,763,391,45
227,4314,ID_8187,Pune University,200,50,4.1,763,391,45
4584,1735,ID_8187,"Nathan Road, Mangaldas Road, Pune",200,50,3.8,80,35,30
6045,7347,ID_819,Majestic,150,50,-,-,-,30
2445,5983,ID_819,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.5,10,3,30
4545,4363,ID_8194,"Sector 63A,Gurgaon",300,99,3.5,47,22,45
6937,1872,ID_8195,"Delhi Administration Flats, Timarpur",250,50,-,-,-,30
345,10373,ID_8195,"D-Block, Sector 63, Noida",250,50,-,-,-,30
1326,5401,ID_8196,Delhi Cantt.,50,50,-,-,-,30
6729,5211,ID_8199,"MG Road, Pune",150,50,3.7,59,21,30
1974,613,ID_8199,"Yerawada, Pune, Maharashtra",150,50,3.7,59,21,30
2650,2999,ID_8201,"Nathan Road, Mangaldas Road, Pune",450,50,4.1,2377,1479,45
3837,6211,ID_8201,"Yerawada, Pune, Maharashtra",450,50,4.1,2377,1479,45
2336,1843,ID_8202,Mumbai Central,500,50,3.8,689,304,65
5808,10870,ID_8203,"Mico Layout, Stage 2, BTM Layout,Bangalore",250,50,4.3,64,40,30
7318,10352,ID_8205,"Sector 1, Noida",150,50,3.8,113,30,30
3915,9629,ID_8205,"Sector 14, Noida",150,50,3.8,113,30,30
2319,6087,ID_8206,"Sector 14, Noida",150,50,3.2,62,29,30
1094,8614,ID_8207,Delhi Cantt.,200,50,3.3,20,5,30
5467,10003,ID_8208,Delhi University-GTB Nagar,100,50,3.5,51,13,45
4373,9561,ID_8208,"Delhi Administration Flats, Timarpur",100,50,3.5,51,13,45
4041,3555,ID_821,Delhi University-GTB Nagar,200,50,3.5,1240,887,65
3862,5948,ID_821,"Delhi Administration Flats, Timarpur",200,50,3.5,1240,887,65
4423,3192,ID_8210,"Sector 14, Noida",850,50,4.2,1515,1067,45
2448,2319,ID_8210,"Sector 1, Noida",850,50,4.2,1515,1067,45
1639,6072,ID_8211,"Sector 1, Noida",600,50,4.3,511,312,30
8800,2826,ID_8211,"Rmz Centennial, I Gate, Whitefield",750,50,4.2,482,320,30
1640,7047,ID_8213,"Nathan Road, Mangaldas Road, Pune",900,0,4.0,696,392,30
2382,4161,ID_8215,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,99,3.6,56,13,65
3179,10994,ID_8216,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.0,388,176,45
6345,1397,ID_8217,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.4,11,5,30
6832,10571,ID_8218,"D-Block, Sector 63, Noida",100,99,3.6,28,15,65
1173,9894,ID_8219,"Nathan Road, Mangaldas Road, Pune",550,50,3.8,163,77,30
8094,7079,ID_822,"Delhi Administration Flats, Timarpur",200,50,NEW,-,-,30
3829,6052,ID_822,Delhi University-GTB Nagar,200,50,NEW,-,-,30
5091,1838,ID_8220,Majestic,150,50,4.2,536,459,45
5784,5185,ID_8220,"Yerawada, Pune, Maharashtra",200,50,4.0,1522,1159,30
7274,7460,ID_8221,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,NEW,-,-,30
542,10697,ID_8222,"Mico Layout, Stage 2, BTM Layout,Bangalore",250,50,3.9,134,56,30
3737,8938,ID_8224,"Sector 1, Noida",150,50,3.1,5,1,30
4898,2696,ID_8225,"Sector 63A,Gurgaon",600,50,-,-,-,30
346,1252,ID_8227,"Sector 3, Marathalli",300,50,3.7,85,33,65
8641,10372,ID_8228,"Gora Bazar, Rajbari, North Dumdum, Kolkata",250,50,4.8,291,218,30
2672,3681,ID_8229,Pune University,150,50,NEW,-,-,30
5797,8306,ID_823,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,NEW,-,-,30
5679,3468,ID_8232,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.5,20,12,30
3559,1899,ID_8233,"Delhi Administration Flats, Timarpur",100,50,3.6,90,31,30
6323,78,ID_8233,Delhi University-GTB Nagar,100,50,3.6,90,31,30
2758,3841,ID_8234,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150,50,3.2,7,1,30
4849,8859,ID_8235,"Mico Layout, Stage 2, BTM Layout,Bangalore",700,50,4.4,991,675,30
4484,5114,ID_8236,"Sector 3, Marathalli",200,50,2.4,66,35,45
3117,5492,ID_8237,"Sandhurst Road, Mumbai CST Area",150,50,3.5,50,15,45
2088,2431,ID_8237,"Dockyard Road, Mumbai CST Area",150,50,3.5,50,15,45
4592,7661,ID_8237,Mumbai Central,150,50,3.5,50,15,45
7907,10839,ID_8238,"Dockyard Road, Mumbai CST Area",250,50,3.5,18,4,30
6108,10359,ID_8239,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.2,14,4,30
7249,1587,ID_8240,Mumbai Central,250,99,4.0,551,310,45
410,10507,ID_8240,"Sandhurst Road, Mumbai CST Area",250,99,4.0,551,310,45
1924,4677,ID_8240,"Dockyard Road, Mumbai CST Area",250,99,4.0,551,310,45
2294,6686,ID_8242,"Sector 14, Noida",150,50,2.7,31,15,45
5286,1677,ID_8242,"Sector 1, Noida",150,50,2.7,31,15,45
6485,5245,ID_8243,"Sector 63A,Gurgaon",100,50,3.6,27,2,30
6317,2965,ID_8244,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,3.2,10,1,30
6877,9436,ID_8245,"Sector 63A,Gurgaon",250,50,3.6,59,4,30
1965,8904,ID_8247,"FTI College, Law College Road, Pune",200,50,3.2,10,3,30
